Results Table 1,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,
1,LDPE-1,3.25,14.73,90.8,25.4,,,,,,,,
2,LDPE-5,3.25,14.73,87.88,127,,,,,,,,
3,LDPE-20,3.25,14.73,82.35,508,,,,,,,,
,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,0,0,-0.0088,,,0,0,-0.0072,,,0,0,-0.0055
,244.8,103.6045,0.396,,,,,,,,,,
,244.9,103.6465,0.3959,,,,,,,,,,
,245,103.6885,0.3961,,,,,,,,,,
,245.1,103.7311,0.3959,,,,,,,,,,
,245.2,103.7731,0.3959,,,,,,,,,,
,245.3,103.8163,0.3962,,,,,,,,,,
,245.4,103.8582,0.3962,,,,,,,,,,
,245.5,103.9008,0.3958,,,,,,,,,,
,245.6,103.9428,0.3963,,,,,,,,,,
,245.7,103.9848,0.3962,,,,,,,,,,
,245.8,104.0274,0.3958,,,,,,,,,,
,245.9,104.0694,0.3962,,,,,,,,,,
,246,104.1124,0.3963,,,,,,,,,,
,246.1,104.1544,0.396,,,,,,,,,,
,246.2,104.1974,0.3963,,,,,,,,,,
,246.3,104.2392,0.3964,,,,,,,,,,
,246.4,104.2814,0.3961,,,,,,,,,,
,246.5,104.3238,0.3962,,,,,,,,,,
,246.6,104.3657,0.3962,,,,,,,,,,
,246.7,104.4087,0.3962,,,,,,,,,,
,246.8,104.4505,0.3962,,,,,,,,,,
,246.9,104.4936,0.3963,,,,,,,,,,
,247,104.5351,0.3962,,,,,,,,,,
,247.1,104.578,0.3963,,,,,,,,,,
,247.2,104.6199,0.3964,,,,,,,,,,
,247.3,104.6622,0.3962,,,,,,,,,,
,247.4,104.7049,0.3962,,,,,,,,,,
,247.5,104.7468,0.3964,,,,,,,,,,
,247.6,104.7899,0.3962,,,,,,,,,,
,247.7,104.8316,0.3961,,,,,,,,,,
,247.8,104.8744,0.3965,,,,,,,,,,
,247.9,104.9165,0.3963,,,,,,,,,,
,248,104.959,0.396,,,,,,,,,,
,248.1,105.0012,0.3966,,,,,,,,,,
,248.2,105.0433,0.3963,,,,,,,,,,
,248.3,105.0857,0.3962,,,,,,,,,,
,248.4,105.1276,0.3966,,,,,,,,,,
,248.5,105.1707,0.3964,,,,,,,,,,
,248.6,105.2129,0.3962,,,,,,,,,,
,248.7,105.2553,0.3966,,,,,,,,,,
,248.8,105.2974,0.3966,,,,,,,,,,
,248.9,105.3396,0.3964,,,,,,,,,,
,249,105.3822,0.3962,,,,,,,,,,
,249.1,105.424,0.3968,,,,,,,,,,
,249.2,105.4672,0.3963,,,,,,,,,,
,249.3,105.509,0.3967,,,,,,,,,,
,249.4,105.5521,0.3966,,,,,,,,,,
,249.5,105.5939,0.3965,,,,,,,,,,
,249.6,105.6362,0.3966,,,,,,,,,,
,249.7,105.6783,0.3965,,,,,,,,,,
,249.8,105.7202,0.3964,,,,,,,,,,
,249.9,105.7633,0.3967,,,,,,,,,,
,250,105.805,0.3964,,,,,,,,,,
,250.1,105.8484,0.3962,,,,,,,,,,
,250.2,105.8899,0.3966,,,,,,,,,,
,250.3,105.933,0.3965,,,,,,,,,,
,250.4,105.9746,0.3964,,,,,,,,,,
,250.5,106.0168,0.3965,,,,,,,,,,
,250.6,106.0594,0.3965,,,,,,,,,,
,250.7,106.1015,0.3965,,,,,,,,,,
,250.8,106.1444,0.3965,,,,,,,,,,
,250.9,106.1865,0.3968,,,,,,,,,,
,251,106.2291,0.3962,,,,,,,,,,
,251.1,106.2712,0.3965,,,,,,,,,,
,251.2,106.3134,0.3966,,,,,,,,,,
,251.3,106.3558,0.3964,,,,,,,,,,
,251.4,106.3978,0.3965,,,,,,,,,,
,251.5,106.4406,0.3968,,,,,,,,,,
,251.6,106.4822,0.3963,,,,,,,,,,
,251.7,106.5256,0.3965,,,,,,,,,,
,251.8,106.5674,0.3966,,,,,,,,,,
,251.9,106.61,0.3966,,,,,,,,,,
,252,106.652,0.3963,,,,,,,,,,
,252.1,106.6943,0.3967,,,,,,,,,,
,252.2,106.737,0.3967,,,,,,,,,,
,252.3,106.7788,0.3964,,,,,,,,,,
,252.4,106.8218,0.3966,,,,,,,,,,
,252.5,106.8634,0.3965,,,,,,,,,,
,252.6,106.9066,0.3966,,,,,,,,,,
,252.7,106.9484,0.3967,,,,,,,,,,
,252.8,106.9908,0.3966,,,,,,,,,,
,252.9,107.0331,0.3965,,,,,,,,,,
,253,107.0752,0.3966,,,,,,,,,,
,253.1,107.1179,0.3964,,,,,,,,,,
,253.2,107.1597,0.3968,,,,,,,,,,
,253.3,107.2029,0.3968,,,,,,,,,,
,253.4,107.2446,0.3967,,,,,,,,,,
,253.5,107.2876,0.3968,,,,,,,,,,
,253.6,107.3297,0.3969,,,,,,,,,,
,253.7,107.3716,0.3971,,,,,,,,,,
,253.8,107.414,0.3965,,,,,,,,,,
,253.9,107.4561,0.3967,,,,,,,,,,
,254,107.4989,0.3969,,,,,,,,,,
,254.1,107.541,0.3969,,,,,,,,,,
,254.2,107.5838,0.397,,,,,,,,,,
,254.3,107.6258,0.3971,,,,,,,,,,
,254.4,107.6681,0.3967,,,,,,,,,,
,254.5,107.7107,0.3969,,,,,,,,,,
,254.6,107.7523,0.3972,,,,,,,,,,
,254.7,107.7954,0.3969,,,,,,,,,,
,254.8,107.8369,0.3972,,,,,,,,,,
,254.9,107.8805,0.3975,,,,,,,,,,
,255,107.9222,0.397,,,,,,,,,,
,255.1,107.9649,0.3971,,,,,,,,,,
,255.2,108.0066,0.3972,,,,,,,,,,
,255.3,108.0489,0.3973,,,,,,,,,,
,255.4,108.0914,0.397,,,,,,,,,,
,255.5,108.1333,0.3975,,,,,,,,,,
,255.6,108.1766,0.3973,,,,,,,,,,
,255.7,108.2183,0.3972,,,,,,,,,,
,255.8,108.2613,0.3976,,,,,,,,,,
,255.9,108.303,0.3973,,,,,,,,,,
,256,108.3454,0.3976,,,,,,,,,,
,256.1,108.3877,0.3977,,,,,,,,,,
,256.2,108.4298,0.3975,,,,,,,,,,
,256.3,108.4727,0.3974,,,,,,,,,,
,256.4,108.5147,0.3977,,,,,,,,,,
,256.5,108.5577,0.3978,,,,,,,,,,
,256.6,108.5994,0.3974,,,,,,,,,,
,256.7,108.6419,0.3977,,,,,,,,,,
,256.8,108.684,0.398,,,,,,,,,,
,256.9,108.7262,0.3976,,,,,,,,,,
,257,108.7688,0.3977,,,,,,,,,,
,257.1,108.8108,0.3975,,,,,,,,,,
,257.2,108.8538,0.3979,,,,,,,,,,
,257.3,108.8956,0.398,,,,,,,,,,
,257.4,108.9385,0.3979,,,,,,,,,,
,257.5,108.9804,0.3976,,,,,,,,,,
,257.6,109.0228,0.3978,,,,,,,,,,
,257.7,109.0655,0.3979,,,,,,,,,,
,257.8,109.1071,0.3978,,,,,,,,,,
,257.9,109.1501,0.3981,,,,,,,,,,
,258,109.1916,0.398,,,,,,,,,,
,258.1,109.2349,0.3978,,,,,,,,,,
,258.2,109.2766,0.3979,,,,,,,,,,
,258.3,109.3195,0.3983,,,,,,,,,,
,258.4,109.3615,0.3979,,,,,,,,,,
,258.5,109.4035,0.3981,,,,,,,,,,
,258.6,109.4461,0.3983,,,,,,,,,,
,258.7,109.488,0.3981,,,,,,,,,,
,258.8,109.5313,0.3984,,,,,,,,,,
,258.9,109.573,0.3982,,,,,,,,,,
,259,109.6159,0.398,,,,,,,,,,
,259.1,109.6581,0.3982,,,,,,,,,,
,259.2,109.7001,0.3984,,,,,,,,,,
,259.3,109.7425,0.3981,,,,,,,,,,
,259.4,109.7842,0.3981,,,,,,,,,,
,259.5,109.8271,0.3983,,,,,,,,,,
,259.6,109.8692,0.3981,,,,,,,,,,
,259.7,109.9123,0.3983,,,,,,,,,,
,259.8,109.9542,0.3985,,,,,,,,,,
,259.9,109.9967,0.3982,,,,,,,,,,
,260,110.0387,0.3981,,,,,,,,,,
,260.1,110.0806,0.3985,,,,,,,,,,
,260.2,110.1234,0.3984,,,,,,,,,,
,260.3,110.1652,0.3982,,,,,,,,,,
,260.4,110.2087,0.3986,,,,,,,,,,
,260.5,110.2505,0.3983,,,,,,,,,,
,260.6,110.2934,0.3984,,,,,,,,,,
,260.7,110.3351,0.3985,,,,,,,,,,
,260.8,110.3773,0.3987,,,,,,,,,,
,260.9,110.4197,0.3985,,,,,,,,,,
,261,110.4617,0.3983,,,,,,,,,,
,261.1,110.5048,0.3987,,,,,,,,,,
,261.2,110.5465,0.3982,,,,,,,,,,
,261.3,110.5894,0.3985,,,,,,,,,,
,261.4,110.6314,0.3988,,,,,,,,,,
,261.5,110.674,0.3985,,,,,,,,,,
,261.6,110.716,0.3986,,,,,,,,,,
,261.7,110.758,0.3987,,,,,,,,,,
,261.8,110.8009,0.3985,,,,,,,,,,
,261.9,110.8429,0.3985,,,,,,,,,,
,262,110.8861,0.3989,,,,,,,,,,
,262.1,110.9276,0.3987,,,,,,,,,,
,262.2,110.9705,0.3988,,,,,,,,,,
,262.3,111.0125,0.3988,,,,,,,,,,
,262.4,111.0547,0.3991,,,,,,,,,,
,262.5,111.0973,0.3987,,,,,,,,,,
,262.6,111.1391,0.3989,,,,,,,,,,
,262.7,111.1819,0.3989,,,,,,,,,,
,262.8,111.2238,0.3986,,,,,,,,,,
,262.9,111.2668,0.3991,,,,,,,,,,
,263,111.3088,0.3989,,,,,,,,,,
,263.1,111.3512,0.3988,,,,,,,,,,
,263.2,111.3937,0.3987,,,,,,,,,,
,263.3,111.4356,0.399,,,,,,,,,,
,263.4,111.4783,0.3988,,,,,,,,,,
,263.5,111.5199,0.399,,,,,,,,,,
,263.6,111.5632,0.3993,,,,,,,,,,
,263.7,111.6049,0.399,,,,,,,,,,
,263.8,111.648,0.3989,,,,,,,,,,
,263.9,111.6897,0.399,,,,,,,,,,
,264,111.732,0.3989,,,,,,,,,,
,264.1,111.7744,0.399,,,,,,,,,,
,264.2,111.8163,0.399,,,,,,,,,,
,264.3,111.8593,0.3992,,,,,,,,,,
,264.4,111.9012,0.399,,,,,,,,,,
,264.5,111.944,0.3994,,,,,,,,,,
,264.6,111.9863,0.3991,,,,,,,,,,
,264.7,112.0288,0.399,,,,,,,,,,
,264.8,112.0709,0.3991,,,,,,,,,,
,264.9,112.1126,0.3993,,,,,,,,,,
,265,112.1555,0.3993,,,,,,,,,,
,265.1,112.1974,0.3993,,,,,,,,,,
,265.2,112.2407,0.3996,,,,,,,,,,
,265.3,112.2824,0.3994,,,,,,,,,,
,265.4,112.3252,0.3991,,,,,,,,,,
,265.5,112.3671,0.3995,,,,,,,,,,
,265.6,112.4092,0.3991,,,,,,,,,,
,265.7,112.4517,0.3993,,,,,,,,,,
,265.8,112.4936,0.3991,,,,,,,,,,
,265.9,112.5368,0.3994,,,,,,,,,,
,266,112.5786,0.3993,,,,,,,,,,
,266.1,112.6218,0.3996,,,,,,,,,,
,266.2,112.6635,0.3994,,,,,,,,,,
,266.3,112.7058,0.3992,,,,,,,,,,
,266.4,112.7479,0.3996,,,,,,,,,,
,266.5,112.7902,0.3995,,,,,,,,,,
,266.6,112.833,0.3995,,,,,,,,,,
,266.7,112.8747,0.3994,,,,,,,,,,
,266.8,112.9179,0.3997,,,,,,,,,,
,266.9,112.9595,0.3993,,,,,,,,,,
,267,113.0025,0.3996,,,,,,,,,,
,267.1,113.0443,0.3998,,,,,,,,,,
,267.2,113.0865,0.3996,,,,,,,,,,
,267.3,113.1292,0.3995,,,,,,,,,,
,267.4,113.1713,0.4,,,,,,,,,,
,267.5,113.214,0.3997,,,,,,,,,,
,267.6,113.2561,0.3995,,,,,,,,,,
,267.7,113.2985,0.3999,,,,,,,,,,
,267.8,113.3409,0.3999,,,,,,,,,,
,267.9,113.3834,0.3998,,,,,,,,,,
,268,113.4255,0.3999,,,,,,,,,,
,268.1,113.4675,0.4001,,,,,,,,,,
,268.2,113.5102,0.3999,,,,,,,,,,
,268.3,113.5519,0.3999,,,,,,,,,,
,268.4,113.5952,0.4001,,,,,,,,,,
,268.5,113.637,0.3996,,,,,,,,,,
,268.6,113.6798,0.4,,,,,,,,,,
,268.7,113.722,0.4003,,,,,,,,,,
,268.8,113.7642,0.3998,,,,,,,,,,
,268.9,113.8065,0.3999,,,,,,,,,,
,269,113.8484,0.4004,,,,,,,,,,
,269.1,113.8912,0.4001,,,,,,,,,,
,269.2,113.9332,0.4001,,,,,,,,,,
,269.3,113.9764,0.4002,,,,,,,,,,
,269.4,114.0181,0.4003,,,,,,,,,,
,269.5,114.0606,0.4001,,,,,,,,,,
,269.6,114.1027,0.4001,,,,,,,,,,
,269.7,114.1446,0.4003,,,,,,,,,,
,269.8,114.1875,0.4001,,,,,,,,,,
,269.9,114.2292,0.4002,,,,,,,,,,
,270,114.2725,0.4004,,,,,,,,,,
,270.1,114.3144,0.4003,,,,,,,,,,
,270.2,114.3573,0.4002,,,,,,,,,,
,270.3,114.3992,0.4005,,,,,,,,,,
,270.4,114.4413,0.4006,,,,,,,,,,
,270.5,114.4838,0.4003,,,,,,,,,,
,270.6,114.5258,0.4007,,,,,,,,,,
,270.7,114.5689,0.4004,,,,,,,,,,
,270.8,114.6107,0.4,,,,,,,,,,
,270.9,114.6536,0.4004,,,,,,,,,,
,271,114.6953,0.4004,,,,,,,,,,
,271.1,114.7378,0.4004,,,,,,,,,,
,271.2,114.7801,0.4003,,,,,,,,,,
,271.3,114.822,0.4005,,,,,,,,,,
,271.4,114.8649,0.4003,,,,,,,,,,
,271.5,114.9069,0.4005,,,,,,,,,,
,271.6,114.95,0.4005,,,,,,,,,,
,271.7,114.9917,0.4,,,,,,,,,,
,271.8,115.0345,0.4005,,,,,,,,,,
,271.9,115.0764,0.4008,,,,,,,,,,
,272,115.1188,0.4006,,,,,,,,,,
,272.1,115.1613,0.4004,,,,,,,,,,
,272.2,115.2032,0.4005,,,,,,,,,,
,272.3,115.2459,0.4006,,,,,,,,,,
,272.4,115.2877,0.4004,,,,,,,,,,
,272.5,115.3308,0.4006,,,,,,,,,,
,272.6,115.3727,0.4007,,,,,,,,,,
,272.7,115.4152,0.4004,,,,,,,,,,
,272.8,115.4575,0.4005,,,,,,,,,,
,272.9,115.4995,0.4007,,,,,,,,,,
,273,115.5422,0.4003,,,,,,,,,,
,273.1,115.5841,0.4004,,,,,,,,,,
,273.2,115.6271,0.4007,,,,,,,,,,
,273.3,115.6691,0.4003,,,,,,,,,,
,273.4,115.7119,0.4005,,,,,,,,,,
,273.5,115.754,0.4006,,,,,,,,,,
,273.6,115.7959,0.4005,,,,,,,,,,
,273.7,115.8384,0.4005,,,,,,,,,,
,273.8,115.8802,0.4008,,,,,,,,,,
,273.9,115.9234,0.4006,,,,,,,,,,
,274,115.9653,0.4004,,,,,,,,,,
,274.1,116.0083,0.4007,,,,,,,,,,
,274.2,116.0498,0.4006,,,,,,,,,,
,274.3,116.0928,0.4005,,,,,,,,,,
,274.4,116.1347,0.4007,,,,,,,,,,
,274.5,116.1767,0.4005,,,,,,,,,,
,274.6,116.2195,0.4005,,,,,,,,,,
,274.7,116.2616,0.4008,,,,,,,,,,
,274.8,116.3046,0.4008,,,,,,,,,,
,274.9,116.3466,0.4003,,,,,,,,,,
,275,116.3891,0.4007,,,,,,,,,,
,275.1,116.431,0.4006,,,,,,,,,,
,275.2,116.4732,0.4004,,,,,,,,,,
,275.3,116.5157,0.4007,,,,,,,,,,
,275.4,116.5578,0.4005,,,,,,,,,,
,275.5,116.6007,0.4006,,,,,,,,,,
,275.6,116.6425,0.4005,,,,,,,,,,
,275.7,116.6857,0.4008,,,,,,,,,,
,275.8,116.7273,0.4004,,,,,,,,,,
,275.9,116.7698,0.4007,,,,,,,,,,
,276,116.8121,0.4008,,,,,,,,,,
,276.1,116.8543,0.4004,,,,,,,,,,
,276.2,116.8969,0.4006,,,,,,,,,,
,276.3,116.9389,0.4007,,,,,,,,,,
,276.4,116.9819,0.4003,,,,,,,,,,
,276.5,117.0236,0.4005,,,,,,,,,,
,276.6,117.0665,0.4008,,,,,,,,,,
,276.7,117.1084,0.4005,,,,,,,,,,
,276.8,117.1505,0.4006,,,,,,,,,,
,276.9,117.1931,0.4008,,,,,,,,,,
,277,117.235,0.4006,,,,,,,,,,
,277.1,117.2782,0.4005,,,,,,,,,,
,277.2,117.3198,0.4009,,,,,,,,,,
,277.3,117.3631,0.4006,,,,,,,,,,
,277.4,117.4044,0.4005,,,,,,,,,,
,277.5,117.4475,0.4008,,,,,,,,,,
,277.6,117.4895,0.4006,,,,,,,,,,
,277.7,117.5316,0.4005,,,,,,,,,,
,277.8,117.5741,0.4008,,,,,,,,,,
,277.9,117.616,0.4007,,,,,,,,,,
,278,117.6592,0.4005,,,,,,,,,,
,278.1,117.7011,0.4008,,,,,,,,,,
,278.2,117.7437,0.4009,,,,,,,,,,
,278.3,117.7859,0.4007,,,,,,,,,,
,278.4,117.828,0.4007,,,,,,,,,,
,278.5,117.8704,0.4006,,,,,,,,,,
,278.6,117.9122,0.4005,,,,,,,,,,
,278.7,117.9554,0.4011,,,,,,,,,,
,278.8,117.9972,0.4008,,,,,,,,,,
,278.9,118.0404,0.4006,,,,,,,,,,
,279,118.0823,0.4009,,,,,,,,,,
,279.1,118.1246,0.4006,,,,,,,,,,
,279.2,118.1667,0.4006,,,,,,,,,,
,279.3,118.2087,0.4007,,,,,,,,,,
,279.4,118.2515,0.4006,,,,,,,,,,
,279.5,118.2933,0.4005,,,,,,,,,,
,279.6,118.3366,0.4008,,,,,,,,,,
,279.7,118.3784,0.4005,,,,,,,,,,
,279.8,118.4212,0.4006,,,,,,,,,,
,279.9,118.4632,0.4009,,,,,,,,,,
,280,118.5053,0.4007,,,,,,,,,,
,280.1,118.5476,0.4006,,,,,,,,,,
,280.2,118.5898,0.4008,,,,,,,,,,
,280.3,118.633,0.4008,,,,,,,,,,
,280.4,118.6748,0.4005,,,,,,,,,,
,280.5,118.7178,0.4008,,,,,,,,,,
,280.6,118.7593,0.4007,,,,,,,,,,
,280.7,118.8016,0.4004,,,,,,,,,,
,280.8,118.8441,0.4006,,,,,,,,,,
,280.9,118.8861,0.4009,,,,,,,,,,
,281,118.929,0.4005,,,,,,,,,,
,281.1,118.9707,0.4007,,,,,,,,,,
,281.2,119.014,0.401,,,,,,,,,,
,281.3,119.0557,0.4004,,,,,,,,,,
,281.4,119.0984,0.4008,,,,,,,,,,
,281.5,119.1404,0.401,,,,,,,,,,
,281.6,119.1826,0.4007,,,,,,,,,,
,281.7,119.2253,0.401,,,,,,,,,,
,281.8,119.2672,0.4007,,,,,,,,,,
,281.9,119.3102,0.4008,,,,,,,,,,
,282,119.3517,0.4008,,,,,,,,,,
,282.1,119.3949,0.401,,,,,,,,,,
,282.2,119.4367,0.4007,,,,,,,,,,
,282.3,119.4792,0.4007,,,,,,,,,,
,282.4,119.5215,0.4009,,,,,,,,,,
,282.5,119.5634,0.4006,,,,,,,,,,
,282.6,119.6062,0.4008,,,,,,,,,,
,282.7,119.6479,0.4009,,,,,,,,,,
,282.8,119.6912,0.4005,,,,,,,,,,
,282.9,119.733,0.4006,,,,,,,,,,
,283,119.7758,0.4009,,,,,,,,,,
,283.1,119.8181,0.4007,,,,,,,,,,
,283.2,119.8601,0.4008,,,,,,,,,,
,283.3,119.9023,0.4009,,,,,,,,,,
,283.4,119.9444,0.4007,,,,,,,,,,
,283.5,119.9873,0.4008,,,,,,,,,,
,283.6,120.0293,0.4012,,,,,,,,,,
,283.7,120.0723,0.4009,,,,,,,,,,
,283.8,120.1142,0.4009,,,,,,,,,,
,283.9,120.1564,0.401,,,,,,,,,,
,284,120.1988,0.4008,,,,,,,,,,
,284.1,120.2406,0.4008,,,,,,,,,,
,284.2,120.2837,0.401,,,,,,,,,,
,284.3,120.3251,0.4009,,,,,,,,,,
,284.4,120.3687,0.4005,,,,,,,,,,
,284.5,120.4106,0.4011,,,,,,,,,,
,284.6,120.4533,0.4012,,,,,,,,,,
,284.7,120.4949,0.4009,,,,,,,,,,
,284.8,120.5371,0.4011,,,,,,,,,,
,284.9,120.5797,0.4012,,,,,,,,,,
,285,120.6217,0.4011,,,,,,,,,,
,285.1,120.665,0.4011,,,,,,,,,,
,285.2,120.7065,0.401,,,,,,,,,,
,285.3,120.7497,0.4009,,,,,,,,,,
,285.4,120.7913,0.401,,,,,,,,,,
,285.5,120.8336,0.4014,,,,,,,,,,
,285.6,120.8759,0.4011,,,,,,,,,,
,285.7,120.918,0.4012,,,,,,,,,,
,285.8,120.9611,0.4014,,,,,,,,,,
,285.9,121.003,0.4011,,,,,,,,,,
,286,121.046,0.4013,,,,,,,,,,
,286.1,121.0876,0.4015,,,,,,,,,,
,286.2,121.1304,0.401,,,,,,,,,,
,286.3,121.1724,0.4011,,,,,,,,,,
,286.4,121.2145,0.4013,,,,,,,,,,
,286.5,121.2572,0.4011,,,,,,,,,,
,286.6,121.299,0.4011,,,,,,,,,,
,286.7,121.342,0.4013,,,,,,,,,,
,286.8,121.384,0.4012,,,,,,,,,,
,286.9,121.4269,0.4012,,,,,,,,,,
,287,121.4688,0.4014,,,,,,,,,,
,287.1,121.5108,0.4012,,,,,,,,,,
,287.2,121.5537,0.4011,,,,,,,,,,
,287.3,121.5956,0.4014,,,,,,,,,,
,287.4,121.6385,0.4011,,,,,,,,,,
,287.5,121.6799,0.4009,,,,,,,,,,
,287.6,121.7233,0.4014,,,,,,,,,,
,287.7,121.7649,0.4012,,,,,,,,,,
,287.8,121.8079,0.401,,,,,,,,,,
,287.9,121.8498,0.4014,,,,,,,,,,
,288,121.8919,0.4012,,,,,,,,,,
,288.1,121.9345,0.4012,,,,,,,,,,
,288.2,121.9762,0.4011,,,,,,,,,,
,288.3,122.0195,0.4012,,,,,,,,,,
,288.4,122.0612,0.4009,,,,,,,,,,
,288.5,122.1043,0.4013,,,,,,,,,,
,288.6,122.1463,0.4014,,,,,,,,,,
,288.7,122.1886,0.401,,,,,,,,,,
,288.8,122.2307,0.4013,,,,,,,,,,
,288.9,122.2726,0.4012,,,,,,,,,,
,289,122.3155,0.4012,,,,,,,,,,
,289.1,122.3575,0.4009,,,,,,,,,,
,289.2,122.4006,0.4011,,,,,,,,,,
,289.3,122.4425,0.4012,,,,,,,,,,
,289.4,122.4851,0.401,,,,,,,,,,
,289.5,122.5271,0.4014,,,,,,,,,,
,289.6,122.569,0.4011,,,,,,,,,,
,289.7,122.6118,0.4011,,,,,,,,,,
,289.8,122.6535,0.4013,,,,,,,,,,
,289.9,122.6969,0.401,,,,,,,,,,
,290,122.7389,0.4013,,,,,,,,,,
,290.1,122.7818,0.4015,,,,,,,,,,
,290.2,122.8236,0.401,,,,,,,,,,
,290.3,122.8655,0.4012,,,,,,,,,,
,290.4,122.9082,0.4015,,,,,,,,,,
,290.5,122.95,0.4011,,,,,,,,,,
,290.6,122.9932,0.4014,,,,,,,,,,
,290.7,123.0347,0.4011,,,,,,,,,,
,290.8,123.078,0.401,,,,,,,,,,
,290.9,123.1196,0.4013,,,,,,,,,,
,291,123.1624,0.4013,,,,,,,,,,
,291.1,123.2043,0.4011,,,,,,,,,,
,291.2,123.2465,0.4012,,,,,,,,,,
,291.3,123.2892,0.4014,,,,,,,,,,
,291.4,123.3312,0.4009,,,,,,,,,,
,291.5,123.3742,0.401,,,,,,,,,,
,291.6,123.4161,0.4015,,,,,,,,,,
,291.7,123.4588,0.4014,,,,,,,,,,
,291.8,123.5008,0.4011,,,,,,,,,,
,291.9,123.5431,0.4013,,,,,,,,,,
,292,123.5855,0.4014,,,,,,,,,,
,292.1,123.6273,0.4011,,,,,,,,,,
,292.2,123.6702,0.4014,,,,,,,,,,
,292.3,123.7121,0.4012,,,,,,,,,,
,292.4,123.7551,0.4014,,,,,,,,,,
,292.5,123.797,0.4018,,,,,,,,,,
,292.6,123.8397,0.4014,,,,,,,,,,
,292.7,123.8821,0.4015,,,,,,,,,,
,292.8,123.9239,0.4015,,,,,,,,,,
,292.9,123.9665,0.4017,,,,,,,,,,
,293,124.0083,0.4013,,,,,,,,,,
,293.1,124.0514,0.4014,,,,,,,,,,
,293.2,124.0933,0.4017,,,,,,,,,,
,293.3,124.1364,0.4015,,,,,,,,,,
,293.4,124.1781,0.4013,,,,,,,,,,
,293.5,124.2205,0.4016,,,,,,,,,,
,293.6,124.2626,0.4017,,,,,,,,,,
,293.7,124.3046,0.4015,,,,,,,,,,
,293.8,124.3477,0.4018,,,,,,,,,,
,293.9,124.3894,0.4015,,,,,,,,,,
,294,124.4325,0.4015,,,,,,,,,,
,294.1,124.4746,0.4017,,,,,,,,,,
,294.2,124.5171,0.4017,,,,,,,,,,
,294.3,124.5592,0.4016,,,,,,,,,,
,294.4,124.6012,0.4019,,,,,,,,,,
,294.5,124.6438,0.4017,,,,,,,,,,
,294.6,124.6858,0.4016,,,,,,,,,,
,294.7,124.7289,0.4019,,,,,,,,,,
,294.8,124.7708,0.4018,,,,,,,,,,
,294.9,124.8135,0.4015,,,,,,,,,,
,295,124.8554,0.4017,,,,,,,,,,
,295.1,124.8975,0.402,,,,,,,,,,
,295.2,124.9401,0.4017,,,,,,,,,,
,295.3,124.9819,0.4019,,,,,,,,,,
,295.4,125.025,0.402,,,,,,,,,,
,295.5,125.0669,0.4017,,,,,,,,,,
,295.6,125.1101,0.4019,,,,,,,,,,
,295.7,125.1516,0.402,,,,,,,,,,
,295.8,125.1943,0.4018,,,,,,,,,,
,295.9,125.2365,0.4018,,,,,,,,,,
,296,125.2786,0.4021,,,,,,,,,,
,296.1,125.3214,0.4017,,,,,,,,,,
,296.2,125.3629,0.4018,,,,,,,,,,
,296.3,125.4063,0.4021,,,,,,,,,,
,296.4,125.4478,0.4018,,,,,,,,,,
,296.5,125.4909,0.4018,,,,,,,,,,
,296.6,125.5326,0.4022,,,,,,,,,,
,296.7,125.5751,0.4018,,,,,,,,,,
,296.8,125.6172,0.4019,,,,,,,,,,
,296.9,125.6596,0.4023,,,,,,,,,,
,297,125.7023,0.4019,,,,,,,,,,
,297.1,125.7442,0.402,,,,,,,,,,
,297.2,125.787,0.4022,,,,,,,,,,
,297.3,125.8293,0.402,,,,,,,,,,
,297.4,125.8717,0.4021,,,,,,,,,,
,297.5,125.914,0.4024,,,,,,,,,,
,297.6,125.9558,0.4021,,,,,,,,,,
,297.7,125.9984,0.4022,,,,,,,,,,
,297.8,126.0403,0.402,,,,,,,,,,
,297.9,126.0834,0.4023,,,,,,,,,,
,298,126.1253,0.4022,,,,,,,,,,
,298.1,126.1681,0.4022,,,,,,,,,,
,298.2,126.2102,0.4023,,,,,,,,,,
,298.3,126.2524,0.4023,,,,,,,,,,
,298.4,126.2948,0.4024,,,,,,,,,,
,298.5,126.3366,0.4021,,,,,,,,,,
,298.6,126.3796,0.4021,,,,,,,,,,
,298.7,126.4214,0.4025,,,,,,,,,,
,298.8,126.4648,0.4026,,,,,,,,,,
,298.9,126.5065,0.4023,,,,,,,,,,
,299,126.5491,0.4023,,,,,,,,,,
,299.1,126.5911,0.4026,,,,,,,,,,
,299.2,126.633,0.4023,,,,,,,,,,
,299.3,126.6758,0.4023,,,,,,,,,,
,299.4,126.7177,0.4027,,,,,,,,,,
,299.5,126.7607,0.4023,,,,,,,,,,
,299.6,126.8027,0.4023,,,,,,,,,,
,299.7,126.8458,0.4026,,,,,,,,,,
,299.8,126.8874,0.4024,,,,,,,,,,
,299.9,126.9298,0.4024,,,,,,,,,,
,300,126.9718,0.4026,,,,,,,,,,
,300.1,127.0142,0.4025,,,,,,,,,,
