Results Table 1,,,,,,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,,,,,,
1,PMMA-RT-.1,3.43,12.57,91.44,2.54,,,,,,,,,,,,,
2,PMMA-RT-1.0,3.28,12.45,91.01,25.4,,,,,,,,,,,,,
3,PMMA-50-.1,3.28,12.6,92.71,2.54,,,,,,,,,,,,,
4,PMMA-50-1.0,3.2,12.62,87.86,25.4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force,,4,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,145.2,6.142,3.087,,,,,,,,145.2,6.1419,1.1674,,,,,
,145.3,6.1454,3.086,,,,,,,,145.3,6.1462,1.1678,,,,,
,145.4,6.1499,3.0863,,,,,,,,145.4,6.1506,1.167,,,,,
,145.5,6.1537,3.0857,,,,,,,,145.5,6.1547,1.167,,,,,
,145.6,6.1583,3.0864,,,,,,,,145.6,6.1588,1.1679,,,,,
,145.7,6.1622,3.0859,,,,,,,,145.7,6.1631,1.1677,,,,,
,145.8,6.1669,3.0867,,,,,,,,145.8,6.1673,1.1682,,,,,
,145.9,6.1707,3.086,,,,,,,,145.9,6.1715,1.1673,,,,,
,146,6.1755,3.0866,,,,,,,,146,6.1757,1.1673,,,,,
,146.1,6.1793,3.0862,,,,,,,,146.1,6.1799,1.1673,,,,,
,146.2,6.1836,3.0861,,,,,,,,146.2,6.1846,1.1678,,,,,
,146.3,6.1879,3.0864,,,,,,,,146.3,6.1885,1.1681,,,,,
,146.4,6.1923,3.0861,,,,,,,,146.4,6.1927,1.1684,,,,,
,146.5,6.1964,3.0864,,,,,,,,146.5,6.197,1.1694,,,,,
,146.6,6.2004,3.0862,,,,,,,,146.6,6.2012,1.1689,,,,,
,146.7,6.2045,3.0861,,,,,,,,146.7,6.2053,1.1685,,,,,
,146.8,6.2089,3.086,,,,,,,,146.8,6.2096,1.1683,,,,,
,146.9,6.213,3.086,,,,,,,,146.9,6.2137,1.1685,,,,,
,147,6.2175,3.0866,,,,,,,,147,6.2181,1.1691,,,,,
,147.1,6.2217,3.0865,,,,,,,,147.1,6.2223,1.1693,,,,,
,147.2,6.2262,3.0868,,,,,,,,147.2,6.2264,1.1695,,,,,
,147.3,6.2301,3.0862,,,,,,,,147.3,6.231,1.1696,,,,,
,147.4,6.2349,3.087,,,,,,,,147.4,6.2351,1.1694,,,,,
,147.5,6.2387,3.0864,,,,,,,,147.5,6.2395,1.1692,,,,,
,147.6,6.2431,3.0864,,,,,,,,147.6,6.2436,1.1689,,,,,
,147.7,6.2469,3.0862,,,,,,,,147.7,6.248,1.1685,,,,,
,147.8,6.2516,3.0868,,,,,,,,147.8,6.252,1.1687,,,,,
,147.9,6.2553,3.0859,,,,,,,,147.9,6.2564,1.1691,,,,,
,148,6.2601,3.0867,,,,,,,,148,6.2604,1.169,,,,,
,148.1,6.2636,3.0858,,,,,,,,148.1,6.2647,1.1685,,,,,
,148.2,6.2687,3.0866,,,,,,,,148.2,6.2688,1.1682,,,,,
,148.3,6.2723,3.0857,,,,,,,,148.3,6.273,1.1678,,,,,
,148.4,6.2772,3.0863,,,,,,,,148.4,6.2775,1.1678,,,,,
,148.5,6.2806,3.0854,,,,,,,,148.5,6.2817,1.167,,,,,
,148.6,6.2858,3.0865,,,,,,,,148.6,6.2861,1.1674,,,,,
,148.7,6.2891,3.0854,,,,,,,,148.7,6.29,1.1682,,,,,
,148.8,6.294,3.0861,,,,,,,,148.8,6.2945,1.1679,,,,,
,148.9,6.2974,3.0851,,,,,,,,148.9,6.2984,1.1674,,,,,
,149,6.3025,3.086,,,,,,,,149,6.303,1.1677,,,,,
,149.1,6.306,3.0851,,,,,,,,149.1,6.3067,1.1674,,,,,
,149.2,6.3109,3.0857,,,,,,,,149.2,6.3115,1.1675,,,,,
,149.3,6.3144,3.085,,,,,,,,149.3,6.3154,1.1663,,,,,
,149.4,6.3195,3.086,,,,,,,,149.4,6.3197,1.1663,,,,,
,149.5,6.3232,3.0851,,,,,,,,149.5,6.3235,1.1657,,,,,
,149.6,6.328,3.0858,,,,,,,,149.6,6.3285,1.1655,,,,,
,149.7,6.3317,3.085,,,,,,,,149.7,6.3322,1.1653,,,,,
,149.8,6.3364,3.0854,,,,,,,,149.8,6.3371,1.1657,,,,,
,149.9,6.3401,3.0851,,,,,,,,149.9,6.3407,1.1648,,,,,
,150,6.3447,3.0853,,,,,,,,150,6.3457,1.1653,,,,,
,150.1,6.3485,3.0848,,,,,,,,150.1,6.3492,1.1636,,,,,
,150.2,6.353,3.0852,,,,,,,,150.2,6.354,1.1634,,,,,
,150.3,6.357,3.0849,,,,,,,,150.3,6.3575,1.1622,,,,,
,150.4,6.3614,3.0851,,,,,,,,150.4,6.3623,1.1625,,,,,
,150.5,6.3657,3.0851,,,,,,,,150.5,6.366,1.1617,,,,,
,150.6,6.37,3.0853,,,,,,,,150.6,6.3707,1.1614,,,,,
,150.7,6.374,3.0849,,,,,,,,150.7,6.3745,1.1608,,,,,
,150.8,6.3785,3.0854,,,,,,,,150.8,6.3793,1.162,,,,,
,150.9,6.3825,3.0851,,,,,,,,150.9,6.3832,1.1606,,,,,
,151,6.3868,3.0852,,,,,,,,151,6.3877,1.16,,,,,
,151.1,6.3908,3.0849,,,,,,,,151.1,6.3916,1.1597,,,,,
,151.2,6.3953,3.0854,,,,,,,,151.2,6.3961,1.1596,,,,,
,151.3,6.3994,3.0849,,,,,,,,151.3,6.4,1.159,,,,,
,151.4,6.4038,3.0851,,,,,,,,151.4,6.4045,1.1584,,,,,
,151.5,6.4077,3.0845,,,,,,,,151.5,6.4085,1.1584,,,,,
,151.6,6.4123,3.0852,,,,,,,,151.6,6.4129,1.1578,,,,,
,151.7,6.4165,3.0848,,,,,,,,151.7,6.4169,1.1575,,,,,
,151.8,6.421,3.0852,,,,,,,,151.8,6.4214,1.1572,,,,,
,151.9,6.4247,3.0843,,,,,,,,151.9,6.4256,1.1572,,,,,
,152,6.4296,3.0848,,,,,,,,152,6.4301,1.1573,,,,,
,152.1,6.4333,3.0841,,,,,,,,152.1,6.4341,1.1572,,,,,
,152.2,6.4379,3.0845,,,,,,,,152.2,6.4386,1.1573,,,,,
,152.3,6.4415,3.0835,,,,,,,,152.3,6.4426,1.157,,,,,
,152.4,6.4462,3.0842,,,,,,,,152.4,6.4469,1.1566,,,,,
,152.5,6.45,3.0835,,,,,,,,152.5,6.4509,1.1556,,,,,
,152.6,6.4547,3.0841,,,,,,,,152.6,6.4554,1.1558,,,,,
,152.7,6.4584,3.0832,,,,,,,,152.7,6.4592,1.1552,,,,,
,152.8,6.4634,3.0841,,,,,,,,152.8,6.4638,1.1553,,,,,
,152.9,6.4671,3.0834,,,,,,,,152.9,6.4676,1.1548,,,,,
,153,6.4718,3.0839,,,,,,,,153,6.4724,1.1553,,,,,
,153.1,6.4756,3.0835,,,,,,,,153.1,6.4763,1.1547,,,,,
,153.2,6.4802,3.0838,,,,,,,,153.2,6.481,1.1553,,,,,
,153.3,6.484,3.0832,,,,,,,,153.3,6.4846,1.1546,,,,,
,153.4,6.4886,3.0836,,,,,,,,153.4,6.4895,1.1548,,,,,
,153.5,6.4924,3.083,,,,,,,,153.5,6.4929,1.1541,,,,,
,153.6,6.4969,3.0834,,,,,,,,153.6,6.4978,1.1544,,,,,
,153.7,6.501,3.0833,,,,,,,,153.7,6.5013,1.1535,,,,,
,153.8,6.5053,3.0834,,,,,,,,153.8,6.5064,1.1537,,,,,
,153.9,6.5095,3.0833,,,,,,,,153.9,6.5098,1.153,,,,,
,154,6.514,3.0833,,,,,,,,154,6.5147,1.153,,,,,
,154.1,6.5181,3.0833,,,,,,,,154.1,6.5182,1.1522,,,,,
,154.2,6.5224,3.0832,,,,,,,,154.2,6.5234,1.1529,,,,,
,154.3,6.5268,3.0836,,,,,,,,154.3,6.5269,1.1526,,,,,
,154.4,6.5307,3.0829,,,,,,,,154.4,6.532,1.1528,,,,,
,154.5,6.5351,3.083,,,,,,,,154.5,6.5355,1.1523,,,,,
,154.6,6.539,3.0825,,,,,,,,154.6,6.5403,1.1527,,,,,
,154.7,6.5435,3.083,,,,,,,,154.7,6.5438,1.1519,,,,,
,154.8,6.5475,3.0825,,,,,,,,154.8,6.5486,1.1519,,,,,
,154.9,6.5519,3.0827,,,,,,,,154.9,6.5524,1.1514,,,,,
,155,6.5559,3.0825,,,,,,,,155,6.5569,1.1514,,,,,
,155.1,6.5608,3.0832,,,,,,,,155.1,6.5607,1.1507,,,,,
,155.2,6.5645,3.0824,,,,,,,,155.2,6.5653,1.1505,,,,,
,155.3,6.569,3.0824,,,,,,,,155.3,6.5695,1.1509,,,,,
,155.4,6.5731,3.0824,,,,,,,,155.4,6.5739,1.1507,,,,,
,155.5,6.5774,3.0823,,,,,,,,155.5,6.578,1.1503,,,,,
,155.6,6.5814,3.0821,,,,,,,,155.6,6.5823,1.1501,,,,,
,155.7,6.5857,3.0819,,,,,,,,155.7,6.5864,1.1504,,,,,
,155.8,6.5898,3.0814,,,,,,,,155.8,6.5906,1.1501,,,,,
,155.9,6.5943,3.0818,,,,,,,,155.9,6.5947,1.1499,,,,,
,156,6.5984,3.0814,,,,,,,,156,6.599,1.1501,,,,,
,156.1,6.6026,3.0812,,,,,,,,156.1,6.6034,1.1499,,,,,
,156.2,6.607,3.0813,,,,,,,,156.2,6.6075,1.15,,,,,
,156.3,6.6112,3.081,,,,,,,,156.3,6.6116,1.1498,,,,,
,156.4,6.6155,3.0813,,,,,,,,156.4,6.616,1.1497,,,,,
,156.5,6.6198,3.0808,,,,,,,,156.5,6.6204,1.1492,,,,,
,156.6,6.624,3.0808,,,,,,,,156.6,6.6249,1.1494,,,,,
,156.7,6.6282,3.0809,,,,,,,,156.7,6.6287,1.1488,,,,,
,156.8,6.6324,3.0807,,,,,,,,156.8,6.6332,1.149,,,,,
,156.9,6.6365,3.0802,,,,,,,,156.9,6.6373,1.1481,,,,,
,157,6.6408,3.0804,,,,,,,,157,6.6416,1.1481,,,,,
,157.1,6.6449,3.0801,,,,,,,,157.1,6.6455,1.1479,,,,,
,157.2,6.6491,3.08,,,,,,,,157.2,6.6501,1.1478,,,,,
,157.3,6.6536,3.0802,,,,,,,,157.3,6.6539,1.147,,,,,
,157.4,6.6577,3.08,,,,,,,,157.4,6.6585,1.1473,,,,,
,157.5,6.6623,3.0803,,,,,,,,157.5,6.6624,1.1473,,,,,
,157.6,6.6662,3.0798,,,,,,,,157.6,6.6672,1.1472,,,,,
,157.7,6.6707,3.0798,,,,,,,,157.7,6.6712,1.1464,,,,,
,157.8,6.6746,3.0795,,,,,,,,157.8,6.6757,1.1467,,,,,
,157.9,6.6791,3.0799,,,,,,,,157.9,6.6794,1.1462,,,,,
,158,6.6828,3.0793,,,,,,,,158,6.6841,1.1466,,,,,
,158.1,6.6876,3.0797,,,,,,,,158.1,6.6878,1.1461,,,,,
,158.2,6.6913,3.0792,,,,,,,,158.2,6.6924,1.1461,,,,,
,158.3,6.6961,3.0794,,,,,,,,158.3,6.6963,1.1457,,,,,
,158.4,6.6996,3.079,,,,,,,,158.4,6.7007,1.1457,,,,,
,158.5,6.7048,3.0796,,,,,,,,158.5,6.7048,1.1454,,,,,
,158.6,6.7083,3.0789,,,,,,,,158.6,6.7092,1.1453,,,,,
,158.7,6.7133,3.0796,,,,,,,,158.7,6.7134,1.1452,,,,,
,158.8,6.7167,3.0787,,,,,,,,158.8,6.7178,1.1454,,,,,
,158.9,6.7219,3.0794,,,,,,,,158.9,6.722,1.145,,,,,
,159,6.7252,3.0784,,,,,,,,159,6.7262,1.1441,,,,,
,159.1,6.7301,3.0792,,,,,,,,159.1,6.7306,1.1446,,,,,
,159.2,6.7335,3.0781,,,,,,,,159.2,6.7346,1.144,,,,,
,159.3,6.7385,3.0788,,,,,,,,159.3,6.739,1.1441,,,,,
,159.4,6.742,3.0778,,,,,,,,159.4,6.7429,1.1429,,,,,
,159.5,6.747,3.0786,,,,,,,,159.5,6.7474,1.1438,,,,,
,159.6,6.7505,3.0779,,,,,,,,159.6,6.7513,1.1432,,,,,
,159.7,6.7557,3.0785,,,,,,,,159.7,6.7559,1.1432,,,,,
,159.8,6.7592,3.0776,,,,,,,,159.8,6.7596,1.1424,,,,,
,159.9,6.7639,3.0777,,,,,,,,159.9,6.7647,1.1427,,,,,
,160,6.7675,3.077,,,,,,,,160,6.7684,1.1422,,,,,
,160.1,6.7723,3.0776,,,,,,,,160.1,6.7729,1.1424,,,,,
,160.2,6.776,3.0768,,,,,,,,160.2,6.7766,1.1422,,,,,
,160.3,6.7807,3.077,,,,,,,,160.3,6.7815,1.1427,,,,,
,160.4,6.7846,3.0765,,,,,,,,160.4,6.7851,1.1428,,,,,
,160.5,6.7891,3.0766,,,,,,,,160.5,6.7898,1.143,,,,,
,160.6,6.7929,3.0761,,,,,,,,160.6,6.7935,1.1427,,,,,
,160.7,6.7975,3.0764,,,,,,,,160.7,6.7983,1.1427,,,,,
,160.8,6.8015,3.0761,,,,,,,,160.8,6.802,1.1422,,,,,
,160.9,6.8062,3.0765,,,,,,,,160.9,6.8067,1.1428,,,,,
,161,6.8101,3.0756,,,,,,,,161,6.8106,1.1423,,,,,
,161.1,6.8147,3.076,,,,,,,,161.1,6.8153,1.143,,,,,
,161.2,6.8186,3.0757,,,,,,,,161.2,6.8192,1.1426,,,,,
,161.3,6.823,3.0756,,,,,,,,161.3,6.8237,1.1429,,,,,
,161.4,6.827,3.075,,,,,,,,161.4,6.8278,1.1418,,,,,
,161.5,6.8314,3.0753,,,,,,,,161.5,6.8322,1.1425,,,,,
,161.6,6.8354,3.0752,,,,,,,,161.6,6.8362,1.1426,,,,,
,161.7,6.8398,3.0751,,,,,,,,161.7,6.8405,1.1419,,,,,
,161.8,6.8437,3.0744,,,,,,,,161.8,6.8445,1.1416,,,,,
,161.9,6.8485,3.0751,,,,,,,,161.9,6.8489,1.1414,,,,,
,162,6.8525,3.0748,,,,,,,,162,6.853,1.1412,,,,,
,162.1,6.857,3.075,,,,,,,,162.1,6.8574,1.1408,,,,,
,162.2,6.8606,3.074,,,,,,,,162.2,6.8617,1.1404,,,,,
,162.3,6.8655,3.075,,,,,,,,162.3,6.8661,1.1401,,,,,
,162.4,6.8691,3.0741,,,,,,,,162.4,6.87,1.1396,,,,,
,162.5,6.8739,3.0745,,,,,,,,162.5,6.8745,1.1392,,,,,
,162.6,6.8774,3.0735,,,,,,,,162.6,6.8784,1.1383,,,,,
,162.7,6.8824,3.0745,,,,,,,,162.7,6.8829,1.1381,,,,,
,162.8,6.886,3.0734,,,,,,,,162.8,6.8868,1.1369,,,,,
,162.9,6.8907,3.0743,,,,,,,,162.9,6.8914,1.1374,,,,,
,163,6.8944,3.0734,,,,,,,,163,6.8952,1.1366,,,,,
,163.1,6.8995,3.0742,,,,,,,,163.1,6.8999,1.136,,,,,
,163.2,6.903,3.0731,,,,,,,,163.2,6.9035,1.1356,,,,,
,163.3,6.9079,3.0735,,,,,,,,163.3,6.9086,1.1363,,,,,
,163.4,6.9115,3.0729,,,,,,,,163.4,6.9123,1.1349,,,,,
,163.5,6.9163,3.0729,,,,,,,,163.5,6.9171,1.1356,,,,,
,163.6,6.9202,3.0725,,,,,,,,163.6,6.9205,1.1348,,,,,
,163.7,6.9246,3.0724,,,,,,,,163.7,6.9257,1.1351,,,,,
,163.8,6.9284,3.0718,,,,,,,,163.8,6.9292,1.135,,,,,
,163.9,6.933,3.0721,,,,,,,,163.9,6.9341,1.1346,,,,,
,164,6.9369,3.0715,,,,,,,,164,6.9374,1.1338,,,,,
,164.1,6.9413,3.0715,,,,,,,,164.1,6.9424,1.1337,,,,,
,164.2,6.9456,3.0716,,,,,,,,164.2,6.9459,1.1328,,,,,
,164.3,6.9499,3.0713,,,,,,,,164.3,6.9507,1.1333,,,,,
,164.4,6.9542,3.0712,,,,,,,,164.4,6.9543,1.1325,,,,,
,164.5,6.9583,3.0707,,,,,,,,164.5,6.9596,1.1331,,,,,
,164.6,6.9626,3.0711,,,,,,,,164.6,6.9631,1.1325,,,,,
,164.7,6.9668,3.0708,,,,,,,,164.7,6.9678,1.1327,,,,,
,164.8,6.9709,3.0705,,,,,,,,164.8,6.9714,1.1319,,,,,
,164.9,6.9751,3.0705,,,,,,,,164.9,6.9761,1.1319,,,,,
,165,6.9796,3.0704,,,,,,,,165,6.9799,1.1315,,,,,
,165.1,6.9834,3.0697,,,,,,,,165.1,6.9845,1.1316,,,,,
,165.2,6.9879,3.0702,,,,,,,,165.2,6.9884,1.1313,,,,,
,165.3,6.9921,3.0701,,,,,,,,165.3,6.9929,1.1313,,,,,
,165.4,6.9965,3.0698,,,,,,,,165.4,6.9968,1.1308,,,,,
,165.5,7.0007,3.0702,,,,,,,,165.5,7.0012,1.131,,,,,
,165.6,7.0049,3.0695,,,,,,,,165.6,7.0057,1.1306,,,,,
,165.7,7.0091,3.0697,,,,,,,,165.7,7.0101,1.1307,,,,,
,165.8,7.0136,3.0697,,,,,,,,165.8,7.014,1.1301,,,,,
,165.9,7.0177,3.0694,,,,,,,,165.9,7.0184,1.1297,,,,,
,166,7.0217,3.069,,,,,,,,166,7.0226,1.1294,,,,,
,166.1,7.0261,3.0691,,,,,,,,166.1,7.0268,1.1292,,,,,
,166.2,7.0301,3.0687,,,,,,,,166.2,7.031,1.1288,,,,,
,166.3,7.0345,3.0689,,,,,,,,166.3,7.0351,1.1291,,,,,
,166.4,7.0386,3.0685,,,,,,,,166.4,7.0394,1.1284,,,,,
,166.417,7.0392,3.0346,,,,,,,,166.5,7.0435,1.1281,,,,,
,166.418,7.0392,3.006,,,,,,,,166.6,7.0475,1.1277,,,,,
,166.419,7.0392,2.9681,,,,,,,,166.7,7.0522,1.1278,,,,,
,166.42,7.0393,2.9217,,,,,,,,166.8,7.0566,1.128,,,,,
,166.421,7.0393,2.8679,,,,,,,,166.9,7.0607,1.1277,,,,,
,166.422,7.0394,2.8076,,,,,,,,167,7.0646,1.1268,,,,,
,166.423,7.0394,2.7417,,,,,,,,167.1,7.0692,1.1271,,,,,
,166.424,7.0394,2.671,,,,,,,,167.2,7.0731,1.1265,,,,,
,166.425,7.0395,2.5962,,,,,,,,167.3,7.0777,1.1268,,,,,
,166.426,7.0395,2.518,,,,,,,,167.4,7.0814,1.1255,,,,,
,166.427,7.0395,2.4368,,,,,,,,167.5,7.086,1.126,,,,,
,166.428,7.0396,2.3534,,,,,,,,167.6,7.0899,1.1255,,,,,
,166.429,7.0396,2.2681,,,,,,,,167.7,7.0944,1.1253,,,,,
,166.43,7.0397,2.1814,,,,,,,,167.8,7.0984,1.1247,,,,,
,166.431,7.0397,2.0938,,,,,,,,167.9,7.1033,1.1255,,,,,
,166.432,7.0398,2.0058,,,,,,,,168,7.107,1.1246,,,,,
,166.433,7.0398,1.9176,,,,,,,,168.1,7.1118,1.1246,,,,,
,166.434,7.0399,1.8296,,,,,,,,168.2,7.1154,1.1245,,,,,
,,,,,,,,,,,168.3,7.1202,1.1241,,,,,
,,,,,,,,,,,168.4,7.1241,1.1237,,,,,
,,,,,,,,,,,168.5,7.1285,1.1235,,,,,
,,,,,,,,,,,168.6,7.1323,1.1229,,,,,
,,,,,,,,,,,168.7,7.1368,1.1229,,,,,
,,,,,,,,,,,168.8,7.1407,1.1227,,,,,
,,,,,,,,,,,168.9,7.1452,1.1218,,,,,
,,,,,,,,,,,169,7.1496,1.1218,,,,,
,,,,,,,,,,,169.1,7.1539,1.122,,,,,
,,,,,,,,,,,169.2,7.158,1.1218,,,,,
,,,,,,,,,,,169.3,7.1621,1.1212,,,,,
,,,,,,,,,,,169.4,7.1665,1.1202,,,,,
,,,,,,,,,,,169.5,7.1706,1.1213,,,,,
,,,,,,,,,,,169.6,7.1749,1.1212,,,,,
,,,,,,,,,,,169.7,7.1788,1.1199,,,,,
,,,,,,,,,,,169.8,7.1834,1.12,,,,,
,,,,,,,,,,,169.9,7.1872,1.1194,,,,,
,,,,,,,,,,,170,7.1918,1.1192,,,,,
,,,,,,,,,,,170.1,7.1958,1.1188,,,,,
,,,,,,,,,,,170.2,7.2006,1.119,,,,,
,,,,,,,,,,,170.3,7.2045,1.1182,,,,,
,,,,,,,,,,,170.4,7.2088,1.1172,,,,,
,,,,,,,,,,,170.5,7.213,1.1176,,,,,
,,,,,,,,,,,170.6,7.2176,1.1177,,,,,
,,,,,,,,,,,170.7,7.2215,1.117,,,,,
,,,,,,,,,,,170.8,7.2258,1.1165,,,,,
,,,,,,,,,,,170.9,7.2298,1.1164,,,,,
,,,,,,,,,,,171,7.2341,1.1157,,,,,
,,,,,,,,,,,171.1,7.2381,1.1154,,,,,
,,,,,,,,,,,171.2,7.2426,1.115,,,,,
,,,,,,,,,,,171.3,7.2469,1.115,,,,,
,,,,,,,,,,,171.4,7.2513,1.1141,,,,,
,,,,,,,,,,,171.5,7.2553,1.1139,,,,,
,,,,,,,,,,,171.6,7.2596,1.1134,,,,,
,,,,,,,,,,,171.7,7.2638,1.1127,,,,,
,,,,,,,,,,,171.8,7.268,1.1124,,,,,
,,,,,,,,,,,171.9,7.2721,1.1122,,,,,
,,,,,,,,,,,172,7.2765,1.1117,,,,,
,,,,,,,,,,,172.1,7.2804,1.1112,,,,,
,,,,,,,,,,,172.2,7.2851,1.1113,,,,,
,,,,,,,,,,,172.3,7.289,1.1109,,,,,
,,,,,,,,,,,172.4,7.2935,1.1096,,,,,
,,,,,,,,,,,172.5,7.2977,1.1098,,,,,
,,,,,,,,,,,172.6,7.3021,1.1092,,,,,
,,,,,,,,,,,172.7,7.3061,1.1087,,,,,
,,,,,,,,,,,172.8,7.3108,1.1089,,,,,
,,,,,,,,,,,172.9,7.3145,1.1084,,,,,
,,,,,,,,,,,173,7.3192,1.1075,,,,,
,,,,,,,,,,,173.1,7.3228,1.1068,,,,,
,,,,,,,,,,,173.2,7.3275,1.1066,,,,,
,,,,,,,,,,,173.3,7.3312,1.1068,,,,,
,,,,,,,,,,,173.4,7.3359,1.1058,,,,,
,,,,,,,,,,,173.5,7.3395,1.1049,,,,,
,,,,,,,,,,,173.6,7.3447,1.1052,,,,,
,,,,,,,,,,,173.7,7.3482,1.1043,,,,,
,,,,,,,,,,,173.8,7.353,1.1041,,,,,
,,,,,,,,,,,173.9,7.3565,1.1036,,,,,
,,,,,,,,,,,174,7.3616,1.1031,,,,,
,,,,,,,,,,,174.1,7.365,1.1023,,,,,
,,,,,,,,,,,174.2,7.37,1.1029,,,,,
,,,,,,,,,,,174.3,7.3733,1.1012,,,,,
,,,,,,,,,,,174.4,7.3784,1.1018,,,,,
,,,,,,,,,,,174.5,7.3821,1.101,,,,,
,,,,,,,,,,,174.6,7.3867,1.1009,,,,,
,,,,,,,,,,,174.7,7.3904,1.1,,,,,
,,,,,,,,,,,174.8,7.3954,1.1007,,,,,
,,,,,,,,,,,174.9,7.3991,1.0998,,,,,
,,,,,,,,,,,175,7.4039,1.0995,,,,,
,,,,,,,,,,,175.1,7.4076,1.0985,,,,,
,,,,,,,,,,,175.2,7.4123,1.0989,,,,,
,,,,,,,,,,,175.3,7.4161,1.098,,,,,
,,,,,,,,,,,175.4,7.4205,1.0976,,,,,
,,,,,,,,,,,175.5,7.4244,1.0974,,,,,
,,,,,,,,,,,175.6,7.429,1.0971,,,,,
,,,,,,,,,,,175.7,7.4329,1.0963,,,,,
,,,,,,,,,,,175.8,7.4373,1.0962,,,,,
,,,,,,,,,,,175.9,7.4416,1.0957,,,,,
,,,,,,,,,,,176,7.4459,1.0953,,,,,
,,,,,,,,,,,176.1,7.4501,1.0946,,,,,
,,,,,,,,,,,176.2,7.4544,1.0947,,,,,
,,,,,,,,,,,176.3,7.4584,1.0944,,,,,
,,,,,,,,,,,176.4,7.4628,1.0938,,,,,
,,,,,,,,,,,176.5,7.4668,1.0937,,,,,
,,,,,,,,,,,176.6,7.4711,1.0932,,,,,
,,,,,,,,,,,176.7,7.4753,1.0933,,,,,
,,,,,,,,,,,176.8,7.4797,1.0923,,,,,
,,,,,,,,,,,176.9,7.4837,1.0925,,,,,
,,,,,,,,,,,177,7.4884,1.0922,,,,,
,,,,,,,,,,,177.1,7.4923,1.0916,,,,,
,,,,,,,,,,,177.2,7.4969,1.0918,,,,,
,,,,,,,,,,,177.3,7.5007,1.0904,,,,,
,,,,,,,,,,,177.4,7.5055,1.0919,,,,,
,,,,,,,,,,,177.5,7.5092,1.0904,,,,,
,,,,,,,,,,,177.6,7.5139,1.0905,,,,,
,,,,,,,,,,,177.7,7.5173,1.0896,,,,,
,,,,,,,,,,,177.8,7.5224,1.0901,,,,,
,,,,,,,,,,,177.9,7.5257,1.0891,,,,,
,,,,,,,,,,,178,7.5308,1.0895,,,,,
,,,,,,,,,,,178.1,7.5343,1.0887,,,,,
,,,,,,,,,,,178.2,7.5394,1.0891,,,,,
,,,,,,,,,,,178.3,7.5429,1.0882,,,,,
,,,,,,,,,,,178.4,7.5479,1.0884,,,,,
,,,,,,,,,,,178.5,7.5512,1.0876,,,,,
,,,,,,,,,,,178.6,7.5564,1.0881,,,,,
,,,,,,,,,,,178.7,7.5598,1.0871,,,,,
,,,,,,,,,,,178.8,7.5645,1.0873,,,,,
,,,,,,,,,,,178.9,7.5683,1.0869,,,,,
,,,,,,,,,,,179,7.573,1.0866,,,,,
,,,,,,,,,,,179.1,7.5767,1.0856,,,,,
,,,,,,,,,,,179.2,7.5814,1.0861,,,,,
,,,,,,,,,,,179.3,7.5854,1.0858,,,,,
,,,,,,,,,,,179.4,7.5899,1.0855,,,,,
,,,,,,,,,,,179.5,7.594,1.0854,,,,,
,,,,,,,,,,,179.6,7.5983,1.0852,,,,,
,,,,,,,,,,,179.7,7.6027,1.0851,,,,,
,,,,,,,,,,,179.8,7.6068,1.0849,,,,,
,,,,,,,,,,,179.9,7.6109,1.0848,,,,,
,,,,,,,,,,,180,7.615,1.0838,,,,,
,,,,,,,,,,,180.1,7.6194,1.0846,,,,,
,,,,,,,,,,,180.2,7.6234,1.0848,,,,,
,,,,,,,,,,,180.3,7.6278,1.0849,,,,,
,,,,,,,,,,,180.4,7.632,1.0848,,,,,
,,,,,,,,,,,180.5,7.6365,1.0852,,,,,
,,,,,,,,,,,180.6,7.6405,1.085,,,,,
,,,,,,,,,,,180.7,7.6447,1.0843,,,,,
,,,,,,,,,,,180.8,7.6489,1.0852,,,,,
,,,,,,,,,,,180.9,7.6534,1.0856,,,,,
,,,,,,,,,,,181,7.6574,1.0852,,,,,
,,,,,,,,,,,181.1,7.6615,1.0855,,,,,
,,,,,,,,,,,181.2,7.6658,1.0857,,,,,
,,,,,,,,,,,181.3,7.6701,1.0853,,,,,
,,,,,,,,,,,181.4,7.6743,1.0857,,,,,
,,,,,,,,,,,181.5,7.6786,1.0859,,,,,
,,,,,,,,,,,181.6,7.6832,1.0859,,,,,
,,,,,,,,,,,181.7,7.6868,1.0856,,,,,
,,,,,,,,,,,181.8,7.6916,1.0866,,,,,
,,,,,,,,,,,181.9,7.6955,1.0864,,,,,
,,,,,,,,,,,182,7.7001,1.087,,,,,
,,,,,,,,,,,182.1,7.7041,1.0874,,,,,
,,,,,,,,,,,182.2,7.7083,1.0874,,,,,
,,,,,,,,,,,182.3,7.7123,1.0867,,,,,
,,,,,,,,,,,182.4,7.7168,1.0882,,,,,
,,,,,,,,,,,182.5,7.7208,1.0881,,,,,
